Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
unmatched_applicants,93.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,77.0,76.0,77.0,76.0,77.0,78.0,77.0,82.0,80.0,79.0,83.0,85.0,86.0,83.0,81.0,87.0,86.0,90.0,89.0,88.0,87.0,90.0,88.0,87.0,88.0,90.0,94.0,94.0,91.0
unmatched_applicants,91.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,77.0,76.0,79.0,79.0,78.0,82.0,82.0,81.0,80.0,82.0,81.0,82.0,83.0,86.0,81.0,88.0,87.0,88.0,90.0,88.0,89.0,87.0,84.0,92.0,85.0,91.0,88.0,92.0
unmatched_applicants,93.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,77.0,77.0,76.0,78.0,77.0,79.0,78.0,80.0,80.0,82.0,84.0,83.0,82.0,85.0,81.0,82.0,84.0,83.0,86.0,89.0,88.0,89.0,90.0,92.0,90.0,91.0,92.0,87.0,91.0,94.0
unmatched_applicants,96.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,77.0,76.0,78.0,81.0,81.0,81.0,83.0,84.0,83.0,81.0,82.0,82.0,87.0,86.0,86.0,91.0,88.0,89.0,89.0,92.0,91.0,92.0,90.0,90.0,92.0,95.0
unmatched_applicants,94.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,77.0,79.0,79.0,83.0,81.0,82.0,84.0,85.0,85.0,81.0,84.0,85.0,88.0,87.0,85.0,88.0,90.0,89.0,88.0,86.0,91.0,87.0,89.0,88.0,98.0,92.0
unmatched_applicants,92.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,78.0,80.0,81.0,78.0,82.0,84.0,84.0,83.0,82.0,82.0,83.0,88.0,82.0,87.0,88.0,89.0,91.0,86.0,89.0,85.0,91.0,91.0,89.0,89.0,95.0
unmatched_applicants,93.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,77.0,76.0,77.0,79.0,79.0,83.0,83.0,81.0,83.0,84.0,81.0,84.0,83.0,86.0,85.0,87.0,90.0,86.0,86.0,87.0,87.0,89.0,88.0,89.0,92.0,89.0,91.0
unmatched_applicants,96.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,77.0,77.0,76.0,77.0,76.0,78.0,79.0,80.0,81.0,82.0,84.0,81.0,84.0,85.0,83.0,84.0,84.0,83.0,89.0,89.0,90.0,90.0,88.0,89.0,87.0,88.0,95.0,89.0,84.0,95.0
unmatched_applicants,87.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,77.0,76.0,77.0,76.0,80.0,78.0,80.0,79.0,81.0,81.0,83.0,85.0,83.0,84.0,85.0,88.0,85.0,88.0,84.0,90.0,92.0,89.0,90.0,91.0,89.0,92.0,93.0,92.0,97.0
unmatched_applicants,95.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,77.0,76.0,77.0,77.0,79.0,79.0,81.0,79.0,82.0,83.0,85.0,84.0,85.0,84.0,87.0,88.0,89.0,88.0,88.0,89.0,90.0,89.0,83.0,88.0,90.0,87.0,89.0,95.0,90.0
unmatched_applicants,96.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,78.0,77.0,79.0,81.0,83.0,84.0,83.0,86.0,82.0,85.0,83.0,83.0,83.0,85.0,91.0,89.0,89.0,89.0,87.0,90.0,90.0,87.0,92.0,87.0,91.0,94.0
unmatched_applicants,93.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,78.0,77.0,77.0,76.0,78.0,79.0,81.0,80.0,82.0,83.0,80.0,83.0,82.0,87.0,85.0,87.0,89.0,88.0,87.0,93.0,88.0,88.0,86.0,86.0,91.0,89.0,86.0,93.0
unmatched_applicants,91.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,77.0,76.0,76.0,78.0,76.0,77.0,78.0,82.0,81.0,81.0,82.0,82.0,81.0,84.0,85.0,83.0,85.0,85.0,87.0,89.0,86.0,89.0,87.0,90.0,93.0,89.0,91.0,88.0,88.0,94.0
unmatched_applicants,89.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,77.0,77.0,77.0,76.0,79.0,81.0,80.0,81.0,82.0,84.0,84.0,83.0,83.0,84.0,88.0,86.0,89.0,88.0,88.0,86.0,83.0,90.0,92.0,91.0,91.0,91.0,93.0,90.0
unmatched_applicants,97.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,77.0,77.0,79.0,78.0,82.0,82.0,84.0,83.0,85.0,84.0,82.0,86.0,83.0,84.0,91.0,84.0,89.0,89.0,89.0,90.0,89.0,86.0,88.0,87.0,95.0,91.0,90.0
unmatched_applicants,90.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,77.0,77.0,78.0,77.0,81.0,83.0,84.0,79.0,85.0,82.0,84.0,86.0,83.0,84.0,86.0,88.0,87.0,89.0,88.0,86.0,88.0,89.0,91.0,90.0,91.0,92.0,90.0
unmatched_applicants,89.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,78.0,76.0,77.0,78.0,80.0,82.0,81.0,84.0,85.0,84.0,82.0,84.0,85.0,88.0,85.0,86.0,89.0,87.0,91.0,89.0,90.0,86.0,91.0,91.0,91.0,90.0,90.0
unmatched_applicants,88.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,78.0,76.0,78.0,78.0,82.0,83.0,83.0,79.0,79.0,82.0,84.0,85.0,80.0,86.0,86.0,87.0,87.0,90.0,89.0,92.0,92.0,86.0,88.0,93.0,91.0,90.0,92.0
unmatched_applicants,94.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,77.0,76.0,76.0,76.0,77.0,76.0,78.0,77.0,81.0,83.0,79.0,82.0,80.0,82.0,80.0,84.0,85.0,85.0,88.0,86.0,88.0,91.0,86.0,90.0,86.0,91.0,86.0,92.0,94.0,93.0,92.0
unmatched_applicants,92.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,77.0,76.0,76.0,76.0,76.0,77.0,78.0,76.0,79.0,79.0,81.0,83.0,81.0,83.0,84.0,85.0,85.0,84.0,83.0,87.0,88.0,84.0,92.0,90.0,88.0,90.0,88.0,88.0,95.0,93.0,88.0,90.0
unmatched_applicants,91.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,77.0,76.0,76.0,76.0,77.0,82.0,82.0,79.0,84.0,79.0,82.0,81.0,82.0,83.0,84.0,87.0,88.0,88.0,88.0,91.0,91.0,89.0,89.0,85.0,93.0,91.0,97.0,91.0,90.0
unmatched_applicants,92.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,77.0,76.0,76.0,78.0,77.0,79.0,77.0,83.0,80.0,83.0,83.0,81.0,83.0,83.0,82.0,85.0,89.0,89.0,85.0,91.0,92.0,88.0,90.0,90.0,90.0,89.0,93.0,93.0,88.0
unmatched_applicants,96.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,78.0,76.0,77.0,78.0,80.0,78.0,82.0,84.0,85.0,86.0,81.0,84.0,84.0,84.0,88.0,87.0,87.0,87.0,86.0,89.0,87.0,90.0,88.0,88.0,93.0,92.0,93.0
unmatched_applicants,91.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,77.0,76.0,76.0,77.0,77.0,77.0,77.0,80.0,82.0,83.0,82.0,80.0,84.0,85.0,83.0,85.0,87.0,86.0,87.0,84.0,86.0,89.0,84.0,89.0,90.0,91.0,90.0,90.0,89.0,97.0
unmatched_applicants,89.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,77.0,77.0,78.0,80.0,79.0,82.0,81.0,85.0,81.0,85.0,83.0,81.0,85.0,87.0,81.0,89.0,88.0,90.0,90.0,91.0,90.0,90.0,90.0,86.0,88.0,93.0,93.0
unfilled_spots,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,6.0,7.0,7.0,8.0,4.0,7.0,8.0,5.0,9.0,9.0,10.0,7.0,9.0,12.0,11.0,14.0,15.0,14.0,13.0,14.0,13.0,9.0,14.0,17.0
unfilled_spots,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,6.0,5.0,5.0,6.0,8.0,8.0,6.0,3.0,9.0,9.0,11.0,8.0,11.0,13.0,14.0,12.0,12.0,17.0,13.0,12.0,17.0,17.0,17.0
unfilled_spots,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,4.0,3.0,4.0,7.0,6.0,6.0,8.0,11.0,12.0,11.0,12.0,12.0,11.0,14.0,8.0,13.0,11.0,14.0,14.0,16.0,12.0,13.0
unfilled_spots,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,4.0,4.0,5.0,6.0,4.0,6.0,7.0,10.0,8.0,11.0,12.0,13.0,14.0,17.0,14.0,14.0,14.0,12.0,13.0,11.0,15.0,11.0,19.0
unfilled_spots,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,3.0,1.0,9.0,8.0,6.0,7.0,7.0,8.0,11.0,13.0,13.0,14.0,15.0,11.0,14.0,12.0,11.0,13.0,10.0,13.0,8.0,18.0
unfilled_spots,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,5.0,7.0,5.0,7.0,7.0,6.0,7.0,7.0,9.0,7.0,13.0,13.0,13.0,17.0,11.0,12.0,14.0,13.0,13.0,10.0,15.0,13.0,17.0
unfilled_spots,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,4.0,4.0,5.0,7.0,5.0,8.0,4.0,5.0,7.0,7.0,9.0,12.0,11.0,12.0,15.0,14.0,15.0,8.0,17.0,9.0,18.0,19.0,16.0,15.0
unfilled_spots,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,4.0,3.0,7.0,7.0,5.0,7.0,9.0,5.0,8.0,9.0,11.0,11.0,12.0,11.0,11.0,12.0,14.0,12.0,14.0,12.0,15.0,16.0,16.0,18.0
unfilled_spots,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,6.0,3.0,5.0,8.0,6.0,5.0,5.0,8.0,9.0,9.0,13.0,9.0,13.0,13.0,14.0,13.0,15.0,16.0,13.0,15.0,18.0,16.0,20.0
unfilled_spots,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,6.0,6.0,7.0,6.0,5.0,8.0,6.0,10.0,6.0,11.0,10.0,10.0,15.0,10.0,14.0,13.0,11.0,13.0,16.0,13.0,16.0,17.0,18.0
unfilled_spots,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,4.0,2.0,3.0,4.0,9.0,8.0,6.0,8.0,6.0,7.0,10.0,10.0,14.0,13.0,10.0,11.0,15.0,12.0,14.0,12.0,12.0,14.0,16.0,16.0
unfilled_spots,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,5.0,6.0,4.0,5.0,7.0,6.0,7.0,7.0,8.0,9.0,9.0,11.0,8.0,14.0,10.0,16.0,14.0,15.0,10.0,14.0,13.0,12.0,16.0,13.0
unfilled_spots,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,4.0,6.0,8.0,8.0,8.0,7.0,8.0,9.0,9.0,12.0,13.0,9.0,10.0,15.0,9.0,12.0,14.0,13.0,15.0,11.0,17.0,16.0,16.0
unfilled_spots,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,3.0,4.0,6.0,7.0,4.0,9.0,7.0,9.0,9.0,7.0,13.0,10.0,12.0,15.0,11.0,13.0,13.0,15.0,16.0,16.0,16.0,12.0,17.0
unfilled_spots,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,5.0,8.0,5.0,7.0,6.0,8.0,8.0,9.0,7.0,8.0,11.0,8.0,13.0,10.0,14.0,12.0,13.0,11.0,14.0,15.0,12.0,19.0,14.0
unfilled_spots,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,4.0,5.0,3.0,6.0,8.0,7.0,7.0,6.0,7.0,11.0,11.0,12.0,14.0,11.0,13.0,17.0,15.0,14.0,15.0,16.0,16.0,16.0,17.0
unfilled_spots,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,7.0,8.0,9.0,8.0,7.0,6.0,9.0,11.0,10.0,9.0,12.0,12.0,9.0,13.0,16.0,15.0,12.0,13.0,12.0,13.0,14.0,12.0
unfilled_spots,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,3.0,4.0,8.0,6.0,10.0,7.0,8.0,5.0,8.0,9.0,9.0,13.0,17.0,15.0,13.0,13.0,12.0,15.0,14.0,20.0,13.0,12.0,13.0
unfilled_spots,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,5.0,4.0,4.0,5.0,10.0,6.0,8.0,6.0,9.0,9.0,12.0,13.0,11.0,17.0,13.0,13.0,12.0,15.0,15.0,12.0,15.0,14.0,17.0
unfilled_spots,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,3.0,3.0,6.0,5.0,7.0,5.0,9.0,7.0,9.0,8.0,10.0,13.0,13.0,13.0,12.0,11.0,10.0,11.0,14.0,15.0,14.0,11.0,17.0,13.0
unfilled_spots,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,4.0,5.0,6.0,3.0,7.0,8.0,8.0,7.0,9.0,9.0,8.0,13.0,16.0,15.0,13.0,15.0,10.0,12.0,16.0,16.0,13.0,15.0,16.0
unfilled_spots,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,8.0,4.0,9.0,7.0,7.0,8.0,5.0,8.0,7.0,11.0,11.0,10.0,15.0,12.0,10.0,12.0,12.0,13.0,14.0,15.0,17.0,16.0
unfilled_spots,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,4.0,3.0,5.0,10.0,4.0,5.0,3.0,7.0,9.0,13.0,13.0,12.0,10.0,9.0,11.0,15.0,13.0,16.0,17.0,14.0,17.0,15.0,16.0
unfilled_spots,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,6.0,2.0,9.0,6.0,6.0,6.0,10.0,9.0,10.0,12.0,12.0,12.0,13.0,12.0,11.0,9.0,14.0,12.0,17.0,16.0,14.0,17.0
unfilled_spots,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,3.0,4.0,6.0,7.0,9.0,8.0,9.0,7.0,6.0,11.0,13.0,11.0,12.0,13.0,11.0,14.0,14.0,15.0,10.0,12.0,14.0,16.0,15.0,15.0
unfilled_spots,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,6.0,4.0,3.0,7.0,9.0,10.0,7.0,5.0,11.0,10.0,14.0,13.0,12.0,11.0,14.0,12.0,11.0,12.0,14.0,18.0,18.0,15.0
unfilled_spots,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,2.0,6.0,6.0,5.0,4.0,6.0,5.0,6.0,7.0,10.0,5.0,12.0,11.0,12.0,14.0,12.0,13.0,11.0,8.0,16.0,9.0,15.0,12.0,16.0
unfilled_spots,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,3.0,2.0,4.0,4.0,6.0,8.0,7.0,6.0,9.0,5.0,6.0,8.0,7.0,10.0,13.0,12.0,13.0,14.0,16.0,14.0,15.0,16.0,11.0,15.0,18.0
unfilled_spots,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,5.0,5.0,7.0,8.0,7.0,5.0,6.0,6.0,11.0,10.0,10.0,15.0,12.0,13.0,13.0,16.0,15.0,16.0,14.0,14.0,16.0,19.0
unfilled_spots,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,7.0,5.0,6.0,8.0,9.0,9.0,5.0,8.0,9.0,12.0,11.0,9.0,12.0,14.0,13.0,12.0,10.0,15.0,11.0,13.0,12.0,22.0,16.0
unfilled_spots,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,5.0,2.0,6.0,8.0,8.0,7.0,6.0,6.0,7.0,12.0,6.0,11.0,12.0,13.0,15.0,10.0,13.0,9.0,15.0,15.0,13.0,13.0,19.0
unfilled_spots,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,7.0,7.0,5.0,7.0,8.0,5.0,8.0,7.0,10.0,9.0,11.0,14.0,10.0,10.0,11.0,11.0,13.0,12.0,13.0,16.0,13.0,15.0
